Place,Day,Month,Year,Station,Family,Genus,Species,Abundance,Size TL (mm),Size SL (mm),Weight (g),Remark,Remark 2,TS (O/N),,TS (n°),TS (Box)
Leucate,20,7,2012,LEU_003,Mullidae,Mullus,surmuletus,7,,,,,D,,,,
Leucate,20,7,2012,LEU_003,Blenniidae,Parablennius,pilicornis,1,,,,,24,,,,
Leucate,20,7,2012,LEU_003,Blenniidae,Parablennius,rouxi,1,,,,,25,,,,
Leucate,20,7,2012,LEU_004,Mullidae,Mullus,surmuletus,2,,,,,D,,,,
Leucate,20,7,2012,LEU_004,Mullidae,Mullus,surmuletus,1,58,,1.85,,D.O.A,,,,
Leucate,20,7,2012,LEU_004,Sparidae,gen.,sp.,1,,,,,24,,,,
Leucate,20,7,2012,LEU_005,Mullidae,Mullus,surmuletus,2,,,,,D,,,,
Leucate,20,7,2012,LEU_005,Mullidae,Mullus,surmuletus,1,57,,1.8,,,,,,
Leucate,20,7,2012,LEU_005,Blenniidae,gen.,sp.,1,,,,,24,,,,
Leucate,20,7,2012,LEU_005,Blenniidae,Parablennius,pilicornis,1,,,,,,,,,
Leucate,20,7,2012,LEU_006,Mullidae,Mullus,surmuletus,2,,,,,,,,,
Leucate,20,7,2012,LEU_007,Blenniidae,Parablennius,pilicornis,2,,,,,,,,,
Leucate,20,7,2012,LEU_007,Blenniidae,gen.,sp.,1,,,,,24,,,,
Leucate,20,7,2012,LEU_007,Sparidae,Pagellus,erythrinus,1,,,,,24,,,,
Leucate,20,7,2012,LEU_008,Mullidae,Mullus,surmuletus,1,,,,,,,,,
Leucate,20,7,2012,LEU_008,Blenniidae,Parablennius,pilicornis,1,,,,,,,,,
Leucate,20,7,2012,LEU_009,Mullidae,Mullus,surmuletus,1,,,,,,,,,
Leucate,20,7,2012,LEU_012,,,,,,,,,CARE Vide,,,,
Leucate,21,7,2012,LEU_002,Mullidae,Mullus,surmuletus,1,,,,,D,,,,
Leucate,21,7,2012,LEU_003,Mullidae,Mullus,surmuletus,1,,,,,D,,,,
Leucate,21,7,2012,LEU_004,,,,,,,,,CARE Vide,,,,
Leucate,21,7,2012,LEU_005,Clupeidae,Sardina,pilchardus,1,,,,,D.O.A,,,,
Leucate,21,7,2012,LEU_005,Mullidae,Mullus,surmuletus,1,,,,,D,,,,
Leucate,21,7,2012,LEU_005,Blenniidae,Parablennius,pilicornis,1,,,,,24,,,,
Leucate,21,7,2012,LEU_006,Mullidae,Mullus,surmuletus,1,,,,,D,,,,
Leucate,21,7,2012,LEU_007,Blenniidae,Parablennius,pilicornis,1,,,,,25,,,,
Leucate,21,7,2012,LEU_009,Mullidae,Mullus,surmuletus,1,,,,,D,,,,
Leucate,21,7,2012,LEU_009,Blenniidae,Parablennius,pilicornis,1,,,,,25,,,,
Leucate,21,7,2012,LEU_012,Atherinidae,Atherina,sp.,1,,,,,D.O.A,,,,
Leucate,21,7,2012,LEU_012,Sparidae,Pagellus,erythrinus,1,,,,,25,,,,
Leucate,24,7,2012,LEU_001,,,,,,,,,CARE Vide,,,,
Leucate,24,7,2012,LEU_002,Mullidae,Mullus,surmuletus,1,,,,,,,,,
Leucate,24,7,2012,LEU_002,Blenniidae,Parablennius,pilicornis,2,,,,,,,,,
Leucate,24,7,2012,LEU_002,Blenniidae,gen.,sp.,1,,,,,D.O.A,,,,
Leucate,24,7,2012,LEU_003,Mullidae,Mullus,surmuletus,1,,,,,,,,,
Leucate,24,7,2012,LEU_003,Blenniidae,Parablennius,pilicornis,1,,,,,,,,,
Leucate,24,7,2012,LEU_003,Syngnathidae,Syngnathus,sp.,1,,,,,35,,,,
Leucate,24,7,2012,LEU_003,Blenniidae,Parablennius,rouxi,1,,,,,25,,,,
Leucate,24,7,2012,LEU_003,Carangidae,Trachurus,sp.,2,,,,,25,,,,
Leucate,24,7,2012,LEU_003,Serranidae,Serranus,hepatus,1,,,,,25,,,,
Leucate,24,7,2012,LEU_004,Blenniidae,Parablennius,pilicornis,1,,,,,24,,,,
Leucate,24,7,2012,LEU_004,Blenniidae,Aidablennius,sphynx,2,,,,,25,,,,
Leucate,24,7,2012,LEU_005,Mullidae,Mullus,surmuletus,3,,,,,D,,,,
Leucate,24,7,2012,LEU_006,Mullidae,Mullus,surmuletus,3,,,,,,,,,
Leucate,24,7,2012,LEU_006,Sparidae,Pagellus,erythrinus,1,,,,,,,,,
Leucate,24,7,2012,LEU_006,Serranidae,Serranus,sp.,1,,,,,D.O.A,,,,
Leucate,24,7,2012,LEU_006,Blenniidae,gen.,sp.,1,,,,,D.O.A,,,,
Leucate,24,7,2012,LEU_006,NI,gen.,sp.,2,,,,,,,,,
Leucate,24,7,2012,LEU_007,Mullidae,Mullus,surmuletus,3,,,,,,,,,
Leucate,24,7,2012,LEU_007,Mullidae,Mullus,surmuletus,1,,,,,D.O.A,,,,
Leucate,24,7,2012,LEU_007,NI,gen.,sp.,3,,,,,,,,,
Leucate,24,7,2012,LEU_007,Blenniidae,Aidablennius,sphynx,1,,,,,BC25,,,,
Leucate,24,7,2012,LEU_008,,,,,,,,,FILET PERDU,,,,
Leucate,24,7,2012,LEU_009,Mullidae,Mullus,surmuletus,1,,,,,D.O.A,,,,
Leucate,24,7,2012,LEU_009,Syngnathidae,Hippocampus,hippocampus,1,,,,,D.O.A,,,,
Leucate,24,7,2012,LEU_009,Serranidae,Serranus,hepatus,1,,,,,25,,,,
Leucate,24,7,2012,LEU_009,Blenniidae,Aidablennius,sphynx,4,,,,,25,,,,
Leucate,25,7,2012,LEU_002,Mullidae,Mullus,surmuletus,18,,,,,D,,,,
Leucate,25,7,2012,LEU_002,Mullidae,Mullus,surmuletus,1,,,,,D.O.A,,,,
Leucate,25,7,2012,LEU_002,Blenniidae,Parablennius,pilicornis,,,,,,23,,,,
Leucate,25,7,2012,LEU_003,Mullidae,Mullus,surmuletus,34,,,,,D,,,,
Leucate,25,7,2012,LEU_003,Mullidae,Mullus,surmuletus,5,,,,,D.O.A,,,,
Leucate,25,7,2012,LEU_003,Blenniidae,Parablennius,pilicornis,4,,,,,23,,,,
Leucate,25,7,2012,LEU_004,Mullidae,Mullus,surmuletus,10,,,,,D.O.A,,,,
Leucate,25,7,2012,LEU_004,Mullidae,Mullus,surmuletus,15,,,,,D,,,,
Leucate,25,7,2012,LEU_004,Blenniidae,Parablennius,pilicornis,1,,,,,D.O.A,,,,
Leucate,25,7,2012,LEU_004,Blenniidae,Parablennius,pilicornis,1,,,,,25,,,,
Leucate,25,7,2012,LEU_004,Blenniidae,Parablennius,rouxi,1,,,,,25,,,,
Leucate,25,7,2012,LEU_005,Mullidae,Mullus,surmuletus,17,,,,,D,,,,
Leucate,25,7,2012,LEU_005,Mullidae,Mullus,surmuletus,2,,,,,D.O.A,,,,
Leucate,25,7,2012,LEU_005,Blenniidae,Parablennius,pilicornis,2,,,,,D.O.A,,,,
Leucate,25,7,2012,LEU_005,Blenniidae,Parablennius,pilicornis,1,,,,,25,,,,
Leucate,25,7,2012,LEU_005,Serranidae,Serranus,sp.,1,,,,,D.O.A,,,,
Leucate,25,7,2012,LEU_006,Blenniidae,gen.,sp.,1,,,,,D.O.A,,,,
Leucate,25,7,2012,LEU_006,Blenniidae,gen.,sp.,1,,,,,,,,,
Leucate,25,7,2012,LEU_006,Mullidae,Mullus,surmuletus,26,,,,,D,,,,
Leucate,25,7,2012,LEU_006,Mullidae,Mullus,surmuletus,1,,,,,D.O.A,,,,
Leucate,25,7,2012,LEU_006,Syngnathidae,Hippocampus,hippocampus,1,,,,,D.O.A,,,,
Leucate,25,7,2012,LEU_006,Carangidae,Trachurus,sp.,1,,,,,D.O.A,,,,
Leucate,25,7,2012,LEU_006,Blenniidae,Parablennius,pilicornis,8,,,,,25,,,,
Leucate,25,7,2012,LEU_007,,,,,,,,,CARE Volé,,,,
Leucate,25,7,2012,LEU_008,Mullidae,Mullus,surmuletus,29,,,,,D,,,,
Leucate,25,7,2012,LEU_008,Mullidae,Mullus,surmuletus,1,,,,,D.O.A,,,,
Leucate,25,7,2012,LEU_008,Carangidae,Trachurus,sp.,1,,,,,25,,,,
Leucate,25,7,2012,LEU_008,Blenniidae,Parablennius,pilicornis,1,,,,,25,,,,
Leucate,25,7,2012,LEU_008,Blenniidae,Aidablennius,sphynx,1,,,,,25,,,,
Leucate,25,7,2012,LEU_009,Mullidae,Mullus,surmuletus,11,,,,,D,,,,
Leucate,25,7,2012,LEU_009,Blenniidae,Parablennius,pilicornis,4,,,,,23,,,,
Leucate,25,7,2012,LEU_009,Blenniidae,Parablennius,rouxi,1,,,,,23,,,,
Leucate,25,7,2012,LEU_009,Sparidae,Pagellus,erythrinus,1,,,,,25,,,,
Leucate,25,7,2012,LEU_012,Sparidae,Pagellus,erythrinus,3,,,,,25,,,,
Leucate,26,7,2012,LEU_002,Syngnathidae,Syngnathus,sp.,1,,,,,35,,,,
Leucate,26,7,2012,LEU_002,Sparidae,Pagellus,erythrinus,1,,,,,35,,,,
Leucate,26,7,2012,LEU_003,Sparidae,Pagellus,erythrinus,1,,,,,D.O.A,,,,
Leucate,26,7,2012,LEU_003,Carangidae,Trachurus,sp.,1,,,,,D.O.A,,,,
Leucate,26,7,2012,LEU_003,Mullidae,Mullus,surmuletus,1,,,,,D,,,,
Leucate,26,7,2012,LEU_004,Mullidae,Mullus,surmuletus,3,,,,,D,,,,
Leucate,26,7,2012,LEU_004,Sparidae,Pagellus,erythrinus,2,,,,,D.O.A,,,,
Leucate,26,7,2012,LEU_004,Sparidae,gen.,sp.,1,,,,,D.O.A,,,,
Leucate,26,7,2012,LEU_004,Blenniidae,gen.,sp.,1,,,,,D.O.A,,,,
Leucate,26,7,2012,LEU_004,Carangidae,Trachurus,sp.,1,,,,,D.O.A,,,,
Leucate,26,7,2012,LEU_004,Blenniidae,Parablennius,pilicornis,1,,,,,35,,,,
Leucate,26,7,2012,LEU_005,Mullidae,Mullus,surmuletus,1,,,,,D,,,,
Leucate,26,7,2012,LEU_006,Mullidae,Mullus,surmuletus,1,,,,,D,,,,
Leucate,26,7,2012,LEU_006,Syngnathidae,Syngnathus,sp.,2,,,,,35,,,,
Leucate,26,7,2012,LEU_007,Mullidae,Mullus,surmuletus,1,,,,,D,,,,
Leucate,26,7,2012,LEU_007,Sparidae,gen.,sp.,1,,,,,D.O.A,,,,
Leucate,26,7,2012,LEU_007,Blenniidae,gen.,sp.,2,,,,,D.O.A,,,,
Leucate,26,7,2012,LEU_007,Carangidae,Trachurus,sp.,1,,,,,25,,,,
Leucate,26,7,2012,LEU_007,Blenniidae,Parablennius,pilicornis,8,,,,,35,,,,
Leucate,26,7,2012,LEU_008,Mullidae,Mullus,surmuletus,1,,,,,D,,,,
Leucate,26,7,2012,LEU_009,Blenniidae,gen.,sp.,1,,,,,35,,,,
Leucate,26,7,2012,LEU_009,Blenniidae,Parablennius,pilicornis,1,,,,,35,,,,
Leucate,26,7,2012,LEU_012,Sparidae,Pagellus,erythrinus,2,,,,,D.O.A,,,,
Leucate,26,7,2012,LEU_012,Sparidae,Pagellus,erythrinus,2,,,,,35,,,,
Leucate,26,7,2012,LEU_012,Carangidae,Trachurus,sp.,3,,,,,D.O.A,,,,
Leucate,16,8,2012,LEU_002,Syngnathidae,Syngnathus,sp.,2,,,,,35,,,,
Leucate,16,8,2012,LEU_002,Mullidae,Mullus,surmuletus,1,,,,,D,,,,
Leucate,16,8,2012,LEU_003,Syngnathidae,Syngnathus,sp.,1,,,,,D.O.A,,,,
Leucate,16,8,2012,LEU_003,Mullidae,Mullus,surmuletus,2,,,,,D,,,,
Leucate,16,8,2012,LEU_004,Syngnathidae,Syngnathus,sp.,1,,,,,35,,,,
Leucate,16,8,2012,LEU_004,Mullidae,Mullus,surmuletus,1,,,,,D,,,,
Leucate,16,8,2012,LEU_004,,,,,,,,,D.O.A,,,,
Leucate,16,8,2012,LEU_005,Mullidae,Mullus,surmuletus,1,,,,,D,,,,
Leucate,16,8,2012,LEU_006,Mullidae,Mullus,surmuletus,2,,,,,D,,,,
Leucate,16,8,2012,LEU_007,Mullidae,Mullus,surmuletus,3,,,,,D,,,,
Leucate,16,8,2012,LEU_007,Scorpaenidae,Scorpaena,scrofa,1,,,,,15,,,,
Leucate,16,8,2012,LEU_007,Mullidae,Mullus,surmuletus,1,40,,,,D.O.A,,,,
Leucate,16,8,2012,LEU_007,Mullidae,Mullus,surmuletus,1,61,,,,D.O.A,,,,
Leucate,16,8,2012,LEU_008,Mullidae,Mullus,surmuletus,1,,,,,D,,,,
Leucate,16,8,2012,LEU_008,Mullidae,Mullus,surmuletus,1,51,,,,D.O.A,,,,
Leucate,16,8,2012,LEU_008,Mullidae,Mullus,surmuletus,1,35,,,,D.O.A,,,,
Leucate,16,8,2012,LEU_008,Mullidae,Mullus,surmuletus,1,26,,,,D.O.A,,,,
Leucate,16,8,2012,LEU_008,Scorpaenidae,Scorpaena,scrofa,1,,,,,15,,,,
Leucate,16,8,2012,LEU_009,Syngnathidae,Syngnathus,sp.,2,,,,,35,,,,
Leucate,16,8,2012,LEU_009,Mullidae,Mullus,surmuletus,2,,,,,D,,,,
Leucate,16,8,2012,LEU_009,,,,,,,,,D.O.A,,,,
Leucate,16,8,2012,LEU_009,Blenniidae,gen.,sp.,1,24,,,,D.O.A,,,,
Leucate,16,8,2012,LEU_009,Blenniidae,gen.,sp.,1,23,,,,D.O.A,,,,
Leucate,16,8,2012,LEU_009,Blenniidae,gen.,sp.,1,,,,,15,,,,
Leucate,16,8,2012,LEU_010,,,,,,,,,D.O.A,,,,
Leucate,16,8,2012,LEU_010,Mullidae,Mullus,surmuletus,7,,,,,,,,,
Leucate,17,8,2012,LEU_002,Belonidae,Belone,belone,1,,,,,D.O.A,,,,
Leucate,17,8,2012,LEU_003,Belonidae,Belone,belone,1,,,,,D.O.A,,,,
Leucate,17,8,2012,LEU_004,Carangidae,Trachurus,sp.,1,,,,,33,,,,
Leucate,17,8,2012,LEU_005,Carangidae,Trachurus,sp.,1,,,,,22,,,,
Leucate,17,8,2012,LEU_005,Blenniidae,gen.,sp.,1,,,,,D.O.A,,,,
Leucate,17,8,2012,LEU_006,Syngnathidae,Syngnathus,sp.,1,,,,,D.O.A,,,,
Leucate,17,8,2012,LEU_008,,,,,,,,,CARE Vide,,,,
Leucate,17,8,2012,LEU_009,Carangidae,Trachurus,sp.,1,,,,,33,,,,
Leucate,17,8,2012,LEU_010,,,,,,,,,CARE Vide,,,,
Leucate,18,8,2012,LEU_002,Mullidae,Mullus,barbatus,1,,,,,33,,,,
Leucate,18,8,2012,LEU_003,,,,,,,,,CARE Vide,,,,
Leucate,18,8,2012,LEU_004,,,,,,,,,CARE Vide,,,,
Leucate,18,8,2012,LEU_005,,,,,,,,,CARE Vide,,,,
Leucate,18,8,2012,LEU_006,Mullidae,Mullus,surmuletus,1,,,,,D.O.A,,,,
Leucate,18,8,2012,LEU_006,Mullidae,Mullus,barbatus,1,,,,,33,,,,
Leucate,18,8,2012,LEU_007,,,,,,,,,CARE Vide,,,,
Leucate,18,8,2012,LEU_008,Mullidae,Mullus,surmuletus,1,,,,,D.O.A,,,,
Leucate,18,8,2012,LEU_009,Mullidae,Mullus,surmuletus,1,,,,,D,,,,
Leucate,18,8,2012,LEU_009,Mullidae,Mullus,barbatus,1,,,,,33,,,,
Leucate,18,8,2012,LEU_010,Carangidae,Trachurus,sp.,1,150,,,,relaché,,,,
Leucate,19,8,2012,LEU_002,Mullidae,Mullus,surmuletus,2,,,,,D,,,,
Leucate,19,8,2012,LEU_002,Mullidae,Mullus,barbatus,3,,,,,33,,,,
Leucate,19,8,2012,LEU_003,Mullidae,Mullus,surmuletus,4,,,,,D,,,,
Leucate,19,8,2012,LEU_003,Mullidae,Mullus,barbatus,1,,,,,33,,,,
Leucate,19,8,2012,LEU_003,Anguillidae,Anguilla,anguilla,1,,,,,33,,,,
Leucate,19,8,2012,LEU_004,Mullidae,Mullus,surmuletus,4,,,,,D,,,,
Leucate,19,8,2012,LEU_004,Mullidae,Mullus,surmuletus,1,25,,,,D.O.A,,,,
Leucate,19,8,2012,LEU_005,,,,,,,,,CARE Vide,,,,
Leucate,19,8,2012,LEU_006,Mullidae,Mullus,surmuletus,2,,,,,D,,,,
Leucate,19,8,2012,LEU_007,Mullidae,Mullus,surmuletus,1,20,,,,D.O.A,,,,
Leucate,19,8,2012,LEU_007,Mullidae,Mullus,surmuletus,1,,,,,D,,,,
Leucate,19,8,2012,LEU_007,Blenniidae,Parablennius,pilicornis,1,,,,,33,,,,
Leucate,19,8,2012,LEU_008,Mullidae,Mullus,surmuletus,5,,,,,D,,,,
Leucate,19,8,2012,LEU_008,Mullidae,Mullus,surmuletus,1,28,,,,D.O.A,,,,
Leucate,19,8,2012,LEU_008,Mullidae,Mullus,surmuletus,1,27,,,,D.O.A,,,,
Leucate,19,8,2012,LEU_009,Mullidae,Mullus,surmuletus,7,,,,,D,,,,
Leucate,19,8,2012,LEU_009,Mullidae,Mullus,surmuletus,1,14,,,,,,,,
Leucate,19,8,2012,LEU_010,Mullidae,Mullus,surmuletus,6,,,,,D,,,,
Leucate,19,8,2012,LEU_010,Mullidae,Mullus,surmuletus,1,30,,,,,,,,
Leucate,19,8,2012,LEU_010,Mullidae,Mullus,surmuletus,1,36,,,,,,,,
Leucate,19,8,2012,LEU_010,Mullidae,Mullus,surmuletus,1,10,,,,,,,,
Leucate,20,8,2012,LEU_002,,,,,,,,,CARE Vide,,,,
Leucate,20,8,2012,LEU_003,Mullidae,Mullus,surmuletus,2,,,,,D,,,,
Leucate,20,8,2012,LEU_004,Mullidae,Mullus,barbatus,1,,,,,33,,,,
Leucate,20,8,2012,LEU_005,,,,,,,,,CARE Vide,,,,
Leucate,20,8,2012,LEU_006,,,,,,,,,CARE Vide,,,,
Leucate,20,8,2012,LEU_007,Mullidae,Mullus,surmuletus,1,,,,,D,,,,
Leucate,20,8,2012,LEU_008,Mullidae,Mullus,surmuletus,5,,,,,D,,,,
Leucate,20,8,2012,LEU_008,Mullidae,Mullus,surmuletus,1,,,,,D.O.A,,,,
Leucate,20,8,2012,LEU_009,Mullidae,Mullus,surmuletus,1,,,,,,,,,
Leucate,20,8,2012,LEU_010,Mullidae,Mullus,surmuletus,2,,,,,D,,,,
Leucate,21,8,2012,LEU_002,,,,,,,,,CARE Vide,,,,
Leucate,21,8,2012,LEU_003,Mullidae,Mullus,surmuletus,4,,,,,D,,,,
Leucate,21,8,2012,LEU_004,Blenniidae,gen.,sp.,1,,,,,,,,,
Leucate,21,8,2012,LEU_005,,,,,,,,,CARE Vide,,,,
Leucate,21,8,2012,LEU_006,Syngnathidae,Hippocampus,hippocampus,1,,,,,32,,,,
Leucate,21,8,2012,LEU_007,Mullidae,Mullus,surmuletus,4,,,,,D,,,,
Leucate,21,8,2012,LEU_008,Blenniidae,gen.,sp.,1,,,,,D.O.A,,,,
Leucate,21,8,2012,LEU_009,Carangidae,Trachurus,sp.,1,,,,,33,,,,
Leucate,21,8,2012,LEU_009,Mullidae,Mullus,sp.,1,,,,,33,,,,
Leucate,21,8,2012,LEU_009,Pomacentridae,Chromis,chromis,1,,,,,32,,,,
Leucate,21,8,2012,LEU_010,,,,,,,,,CARE Vide,,,,
Leucate,22,8,2012,LEU_002,Carangidae,Trachurus,sp.,1,,,,,C,,,,
Leucate,22,8,2012,LEU_003,,,,,,,,,CARE Vide,,,,
Leucate,22,8,2012,LEU_004,,,,,,,,,CARE Vide,,,,
Leucate,22,8,2012,LEU_005,Mullidae,Mullus,surmuletus,1,,,,,D,,,,
Leucate,22,8,2012,LEU_006,Mullidae,Mullus,surmuletus,1,,,,,D,,,,
Leucate,22,8,2012,LEU_007,Carangidae,Trachurus,sp.,,,,,,C,,,,
Leucate,22,8,2012,LEU_008,,,,,,,,,CARE Vide,,,,
Leucate,22,8,2012,LEU_009,,,,,,,,,CARE Vide,,,,
Leucate,22,8,2012,LEU_010,Mullidae,Mullus,surmuletus,1,,,,,D,,,,
Leucate,23,8,2012,LEU_002,Carangidae,Trachurus,sp.,1,,,,,C,,,,
Leucate,23,8,2012,LEU_002,Blenniidae,Parablennius,pilicornis,1,,,,,33,,,,
Leucate,23,8,2012,LEU_003,Mullidae,Mullus,surmuletus,1,,,,,D,,,,
Leucate,23,8,2012,LEU_004,,,,,,,,,CARE Vide,,,,
Leucate,23,8,2012,LEU_005,Mullidae,Mullus,surmuletus,1,,,,,D,,,,
Leucate,23,8,2012,LEU_006,,,,,,,,,CARE Vide,,,,
Leucate,23,8,2012,LEU_007,,,,,,,,,CARE Vide,,,,
Leucate,23,8,2012,LEU_008,,,,,,,,,CARE Vide,,,,
Leucate,23,8,2012,LEU_009,Carangidae,Trachurus,sp.,1,,,,,C,,,,
Leucate,23,8,2012,LEU_010,Mullidae,Mullus,surmuletus,1,,,,,D,,,,
Leucate,16,9,2012,LEU_005,Carangidae,Trachurus,sp.,2,,,,,B,,,,
Leucate,16,9,2012,LEU_005,Sparidae,Pagellus,erythrinus,1,,,,,24,,,,
Leucate,16,9,2012,LEU_006,Carangidae,Trachurus,sp.,1,,,,,B,,,,
Leucate,16,9,2012,LEU_007,Sparidae,Pagellus,erythrinus,1,,,,,24,,,,
Leucate,16,9,2012,LEU_008,,,,,,,,,CARE Vide,,,,
Leucate,16,9,2012,LEU_009,,,,,,,,,CARE Vide,,,,
Leucate,16,9,2012,LEU_010,,,,,,,,,CARE Vide,,,,
Leucate,16,9,2012,LEU_011,Carangidae,Trachurus,sp.,1,,,,,24,,,,
Leucate,16,9,2012,LEU_011,Blenniidae,Parablennius,pilicornis,1,,,,,24,,,,
Leucate,16,9,2012,LEU_012,Carangidae,Trachurus,sp.,1,,,,,C,,,,
Leucate,16,9,2012,LEU_012,Blenniidae,Parablennius,pilicornis,1,,,,,24,,,,
Leucate,17,9,2012,LEU_004,,,,,,,,,CARE Vide,,,,
Leucate,17,9,2012,LEU_005,,,,,,,,,CARE Vide,,,,
Leucate,17,9,2012,LEU_006,,,,,,,,,CARE Vide,,,,
Leucate,17,9,2012,LEU_007,,,,,,,,,CARE Vide,,,,
Leucate,17,9,2012,LEU_008,,,,,,,,,CARE Vide,,,,
Leucate,17,9,2012,LEU_009,,,,,,,,,CARE Vide,,,,
Leucate,17,9,2012,LEU_010,,,,,,,,,CARE Vide,,,,
Leucate,17,9,2012,LEU_011,Carangidae,Trachurus,sp.,1,,,,,B,,,,
Leucate,17,9,2012,LEU_012,,,,,,,,,CARE Vide,,,,
Leucate,18,9,2012,LEU_003,,,,,,,,,CARE Vide,,,,
Leucate,18,9,2012,LEU_004,,,,,,,,,CARE volé,,,,
Leucate,18,9,2012,LEU_005,,,,,,,,,CARE volé,,,,
Leucate,18,9,2012,LEU_006,Carangidae,Trachurus,sp.,1,,,,,24,,,,
Leucate,18,9,2012,LEU_007,,,,,,,,,CARE Vide,,,,
Leucate,18,9,2012,LEU_008,Carangidae,Trachurus,sp.,2,,,,,D.O.A,,,,
Leucate,18,9,2012,LEU_009,,,,,,,,,CARE Vide,,,,
Leucate,18,9,2012,LEU_010,Blenniidae,Parablennius,rouxi,1,,,,,24,,,,
Leucate,18,9,2012,LEU_011,Carangidae,Trachurus,sp.,1,,,,,24,,,,
Leucate,21,9,2012,LEU_003,,,,,,,,,CARE Vide,,,,
Leucate,21,9,2012,LEU_004,Blenniidae,Parablennius,pilicornis,1,,,,,24,,,,
Leucate,21,9,2012,LEU_006,Carangidae,Trachurus,sp.,1,,,,,24,,,,
Leucate,21,9,2012,LEU_007,,,,,,,,,CARE Vide,,,,
Leucate,21,9,2012,LEU_008,Carangidae,Trachurus,sp.,1,,,,,24,,,,
Leucate,21,9,2012,LEU_009,Carangidae,Trachurus,sp.,1,,,,,24,,,,
Leucate,21,9,2012,LEU_010,Carangidae,Trachurus,sp.,1,,,,,B,,,,
Leucate,21,9,2012,LEU_010,Carangidae,Trachurus,sp.,1,,,,,B,,,,
Leucate,23,9,2012,LEU_003,,,,,,,,,CARE Vide,,,,
Leucate,23,9,2012,LEU_004,Carangidae,Trachurus,sp.,1,,,,,B,,,,
Leucate,23,9,2012,LEU_004,Carangidae,Trachurus,sp.,1,,,,,24,,,,
Leucate,23,9,2012,LEU_005,Carangidae,Trachurus,sp.,1,,,,,24,,,,
Leucate,23,9,2012,LEU_005,NI,gen.,sp.,1,,,,,34,,,,
Leucate,23,9,2012,LEU_006,,,,,,,,,CARE Vide,,,,
Leucate,23,9,2012,LEU_007,,,,,,,,,CARE Vide,,,,
Leucate,23,9,2012,LEU_008,Carangidae,Trachurus,sp.,1,,,,,24,,,,
Leucate,23,9,2012,LEU_009,Carangidae,Trachurus,sp.,2,,,,,B,,,,
Leucate,23,9,2012,LEU_010,,,,,,,,,CARE Vide,,,,
Leucate,23,9,2012,LEU_011,,,,,,,,,CARE Vide,,,,
Leucate,26,9,2012,LEU_003,Carangidae,Trachurus,sp.,1,,,,,24,,,,
Leucate,26,9,2012,LEU_004,,,,,,,,,CARE Vide,,,,
Leucate,26,9,2012,LEU_005,Carangidae,Trachurus,sp.,1,,,,,B,,,,
Leucate,26,9,2012,LEU_005,Blenniidae,Parablennius,pilicornis,1,,,,,23,,,,
Leucate,26,9,2012,LEU_005,NI,gen.,sp.,1,,,,,D.O.A,,,,
Leucate,26,9,2012,LEU_006,Blenniidae,Parablennius,pilicornis,1,,,,,34,,,,
Leucate,26,9,2012,LEU_006,Anguillidae,Anguilla,anguilla,1,,,,,21,,,,
Leucate,26,9,2012,LEU_007,,,,,,,,,CARE Vide,,,,
Leucate,26,9,2012,LEU_008,,,,,,,,,CARE Vide,,,,
Leucate,26,9,2012,LEU_009,Mullidae,Mullus,barbatus,1,,,,,D.O.A,,,,
Leucate,26,9,2012,LEU_010,,,,,,,,,CARE Vide,,,,
Leucate,26,9,2012,LEU_011,,,,,,,,,CARE Vide,,,,
Leucate,27,9,2012,LEU_003,,,,,,,,,CARE Vide,,,,
Leucate,27,9,2012,LEU_004,Carangidae,Trachurus,sp.,1,,,,,B,,,,
Leucate,27,9,2012,LEU_005,Carangidae,Trachurus,sp.,3,,,,,24,,,,
Leucate,27,9,2012,LEU_005,Syngnathidae,Nerophis,maculatus,1,,,,,34,,,,
Leucate,27,9,2012,LEU_006,,,,,,,,,CARE Vide,,,,
Leucate,27,9,2012,LEU_008,Carangidae,Trachurus,sp.,1,,,,,B,,,,
Leucate,27,9,2012,LEU_008,Carangidae,Trachurus,sp.,1,,,,,24,,,,
Leucate,27,9,2012,LEU_009,Carangidae,Trachurus,sp.,1,,,,,24,,,,
Leucate,27,9,2012,LEU_010,,,,,,,,,CARE Vide,,,,
Leucate,27,9,2012,LEU_011,Carangidae,Trachurus,sp.,1,,,,,24,,,,
Leucate,27,9,2012,LEU_011,Carangidae,Trachurus,sp.,1,,,,,B,,,,
Leucate,28,9,2012,LEU_003,Carangidae,Trachurus,sp.,1,,,,,24,,,,
Leucate,28,9,2012,LEU_003,Carangidae,Trachurus,sp.,1,,,,,B,,,,
Leucate,28,9,2012,LEU_004,Carangidae,Trachurus,sp.,2,,,,,24,,,,
Leucate,28,9,2012,LEU_004,Carangidae,Trachurus,sp.,1,,,,,B,,,,
Leucate,28,9,2012,LEU_005,Carangidae,Trachurus,sp.,1,,,,,24,,,,
Leucate,28,9,2012,LEU_006,Carangidae,Trachurus,sp.,1,,,,,24,,,,
Leucate,28,9,2012,LEU_007,Carangidae,Trachurus,sp.,3,,,,,24,,,,
Leucate,28,9,2012,LEU_008,Carangidae,Trachurus,sp.,1,,,,,24,,,,
Leucate,28,9,2012,LEU_009,,,,,,,,,CARE Vide,,,,
Leucate,28,9,2012,LEU_010,Carangidae,Trachurus,sp.,1,,,,,B,,,,
