date,n_gear,site,lon,lat,family,genus,species,cpue
2013-06-10,8,Marseille,5.2911,43.276,Blenniidae,Parablennius,Parablennius pilicornis,0.125
2013-06-10,8,Marseille,5.2911,43.276,Blenniidae,Parablennius,NA,0.375
2013-06-10,8,Marseille,5.2911,43.276,Sparidae,Sarpa,Sarpa salpa,0.125
2013-06-10,5,Saint Florent,9.3122,42.7153,Blenniidae,Parablennius,Parablennius gattorugine,0.2
2013-06-10,5,Saint Florent,9.3122,42.7153,Blenniidae,Parablennius,Parablennius sanguinolentus,0.2
2013-06-10,5,Saint Florent,9.3122,42.7153,Congridae,Conger,Conger conger,0.2
2013-06-10,5,Saint Florent,9.3122,42.7153,Sparidae,Oblada,Oblada melanura,0.8
2013-06-10,5,Saint Florent,9.3122,42.7153,Sparidae,Spicara,Spicara smaris,302
2013-06-10,5,Saint Florent,9.3122,42.7153,Sparidae,Spondyliosoma,Spondyliosoma cantharus,0.2
2013-06-11,9,Bastia,9.5832,42.771,Sparidae,Diplodus,Diplodus sargus,0.1111
2013-06-11,9,Bastia,9.5832,42.771,Sparidae,Lithognathus,Lithognathus mormyrus,0.1111
2013-06-11,9,Bastia,9.5832,42.771,Sparidae,Spicara,Spicara smaris,1.7778
2013-06-11,9,Bastia,9.5832,42.771,Sparidae,Spondyliosoma,Spondyliosoma cantharus,0.3333
2013-06-11,9,Leucate,3.0652,42.897,Blenniidae,Parablennius,Parablennius gattorugine,0.2222
2013-06-11,9,Leucate,3.0652,42.897,Gadidae,Gaidropsarus,Gaidropsarus mediterraneus,0.1111
2013-06-11,9,Leucate,3.0652,42.897,Sparidae,Pagellus,Pagellus bogaraveo,0.8889
2013-06-11,5,Port Vendres,3.1205,42.5228,Bothidae,Arnoglossus,Arnoglossus laterna,0.2
2013-06-11,5,Port Vendres,3.1205,42.5228,Gadidae,Gaidropsarus,Gaidropsarus mediterraneus,0.2
2013-06-12,9,Bastia,9.5832,42.771,Blenniidae,Lipophrys,Lipophrys trigloides,0.1111
2013-06-12,3,Marseille,5.2911,43.276,Sparidae,Pagellus,Pagellus acarne,0.3333
2013-06-12,5,Port Vendres,3.1205,42.5228,Sparidae,Pagellus,Pagellus bogaraveo,0.2
2013-06-12,1,Villefranche,7.3145,43.6896,Sparidae,Diplodus,Diplodus sargus,1
2013-06-12,1,Villefranche,7.3145,43.6896,Sparidae,Spicara,Spicara smaris,2
2013-06-13,9,Bastia,9.5832,42.771,Sparidae,Pagrus,Pagrus pagrus,0.1111
2013-06-13,9,Bastia,9.5832,42.771,Sparidae,Sarpa,Sarpa salpa,0.1111
2013-06-13,9,Bastia,9.5832,42.771,Sparidae,Spicara,Spicara smaris,0.5556
2013-06-13,7,Marseille,5.2911,43.276,Blenniidae,Parablennius,NA,0.1429
2013-06-13,5,Saint Florent,9.3122,42.7153,Blenniidae,Parablennius,Parablennius sanguinolentus,1.2
2013-06-13,5,Saint Florent,9.3122,42.7153,Sparidae,Oblada,Oblada melanura,5.2
2013-06-13,5,Saint Florent,9.3122,42.7153,Sparidae,Pagrus,Pagrus pagrus,0.2
2013-06-13,5,Saint Florent,9.3122,42.7153,Sparidae,Sarpa,Sarpa salpa,1.2
2013-06-13,5,Saint Florent,9.3122,42.7153,Sparidae,Spicara,Spicara smaris,84.2
2013-06-15,6,Marseille,5.2911,43.276,Scorpaenidae,Scorpaena,Scorpaena porcus,0.1667
2013-06-19,1,Villefranche,7.3145,43.6896,Ammodytidae,Gymnammodytes,NA,2
2013-06-19,1,Villefranche,7.3145,43.6896,Gadidae,NA,NA,2
2013-06-26,2,Villefranche,7.3145,43.6896,Scorpaenidae,Scorpaena,Scorpaena porcus,0.5
2013-06-26,2,Villefranche,7.3145,43.6896,Sparidae,Boops,Boops boops,0.5
2013-06-26,2,Villefranche,7.3145,43.6896,Sparidae,Diplodus,Diplodus annularis,0.5
2013-07-02,9,Leucate,3.0652,42.897,Syngnathidae,Syngnathus,Syngnathus taenionotus,0.1111
2013-07-03,2,Villefranche,7.3145,43.6896,Blenniidae,Parablennius,NA,2
2013-07-03,2,Villefranche,7.3145,43.6896,Sparidae,Diplodus,Diplodus annularis,1
2013-07-03,2,Villefranche,7.3145,43.6896,Sparidae,Oblada,Oblada melanura,1
2013-07-03,2,Villefranche,7.3145,43.6896,Sparidae,Spicara,Spicara smaris,0.5
2013-07-06,6,Marseille,5.2911,43.276,Mullidae,Mullus,Mullus surmuletus,0.5
2013-07-07,9,Bastia,9.5832,42.771,Blenniidae,Parablennius,Parablennius pilicornis,1
2013-07-07,9,Bastia,9.5832,42.771,Mullidae,Mullus,Mullus surmuletus,0.3333
2013-07-07,5,Bonifacio,9.1969,41.3631,Blenniidae,Parablennius,Parablennius pilicornis,0.2
2013-07-07,5,Bonifacio,9.1969,41.3631,Mullidae,Mullus,Mullus surmuletus,0.2
2013-07-08,5,Agde,3.4696,43.2474,Blenniidae,Parablennius,Parablennius pilicornis,0.6
2013-07-08,9,Bastia,9.5832,42.771,Blenniidae,Parablennius,Parablennius pilicornis,0.1111
2013-07-08,9,Bastia,9.5832,42.771,Mullidae,Mullus,Mullus surmuletus,0.1111
2013-07-08,9,Bastia,9.5832,42.771,Sparidae,Diplodus,Diplodus annularis,0.1111
2013-07-08,9,Bastia,9.5832,42.771,Sparidae,Oblada,Oblada melanura,0.3333
2013-07-08,9,Bastia,9.5832,42.771,Sparidae,Pagellus,Pagellus acarne,0.1111
2013-07-08,5,Bonifacio,9.1969,41.3631,Atherinidae,Atherina,Atherina hepsetus,0.2
2013-07-08,5,Bonifacio,9.1969,41.3631,Blenniidae,Parablennius,Parablennius pilicornis,0.2
2013-07-08,5,Bonifacio,9.1969,41.3631,Gobiidae,Gobius,NA,0.2
2013-07-08,5,Bonifacio,9.1969,41.3631,Mugilidae,NA,NA,0.4
2013-07-08,5,Bonifacio,9.1969,41.3631,Mullidae,Mullus,Mullus surmuletus,0.2
2013-07-08,5,Bonifacio,9.1969,41.3631,Sparidae,Diplodus,Diplodus sargus,0.2
2013-07-08,5,Bonifacio,9.1969,41.3631,Sparidae,Oblada,Oblada melanura,0.2
2013-07-08,5,Port Vendres,3.1205,42.5228,Blenniidae,Parablennius,Parablennius gattorugine,0.2
2013-07-08,5,Port-Cros,6.4199,43.0062,Blenniidae,Parablennius,Parablennius gattorugine,0.6
2013-07-08,5,Port-Cros,6.4199,43.0062,Blenniidae,NA,NA,0.2
2013-07-08,5,Port-Cros,6.4199,43.0062,Mullidae,Mullus,Mullus surmuletus,0.4
2013-07-08,5,Port-Cros,6.4199,43.0062,Sparidae,Pagellus,Pagellus erythrinus,0.2
2013-07-09,9,Bastia,9.5832,42.771,Mullidae,Mullus,Mullus surmuletus,0.3333
2013-07-09,9,Bastia,9.5832,42.771,Sparidae,Diplodus,Diplodus annularis,0.1111
2013-07-09,9,Bastia,9.5832,42.771,Sparidae,Oblada,Oblada melanura,0.3333
2013-07-09,9,Bastia,9.5832,42.771,Sparidae,Pagellus,Pagellus acarne,0.1111
2013-07-09,9,Bastia,9.5832,42.771,Sparidae,Spicara,Spicara smaris,0.3333
2013-07-09,5,Bonifacio,9.1969,41.3631,Blenniidae,Parablennius,Parablennius pilicornis,0.4
2013-07-09,5,Bonifacio,9.1969,41.3631,Mullidae,Mullus,Mullus surmuletus,0.2
2013-07-09,5,Bonifacio,9.1969,41.3631,Pomacentridae,Chromis,Chromis chromis,0.2
2013-07-09,8,Leucate,3.0652,42.897,Anguillidae,Anguilla,Anguilla anguilla,0.125
2013-07-09,8,Leucate,3.0652,42.897,Blenniidae,Parablennius,Parablennius pilicornis,0.25
2013-07-09,5,Port Vendres,3.1205,42.5228,Mullidae,Mullus,Mullus surmuletus,0.2
2013-07-09,5,Port-Cros,6.4199,43.0062,Blenniidae,Parablennius,Parablennius gattorugine,0.4
2013-07-09,5,Port-Cros,6.4199,43.0062,Mullidae,Mullus,Mullus surmuletus,0.4
2013-07-09,5,Port-Cros,6.4199,43.0062,Sparidae,Pagrus,Pagrus pagrus,0.2
2013-07-09,5,Saint Florent,9.3122,42.7153,Blenniidae,Lipophrys,Lipophrys trigloides,0.2
2013-07-09,5,Saint Florent,9.3122,42.7153,Blenniidae,Parablennius,Parablennius gattorugine,0.6
2013-07-09,5,Saint Florent,9.3122,42.7153,Blenniidae,Parablennius,Parablennius sanguinolentus,0.4
2013-07-09,5,Saint Florent,9.3122,42.7153,Mullidae,Mullus,Mullus surmuletus,0.2
2013-07-09,5,Saint Florent,9.3122,42.7153,Pomacentridae,Chromis,Chromis chromis,0.4
2013-07-09,5,Saint Florent,9.3122,42.7153,Sparidae,Oblada,Oblada melanura,0.4
2013-07-09,5,Saint Florent,9.3122,42.7153,Sparidae,Spicara,Spicara smaris,0.8
2013-07-10,9,Bastia,9.5832,42.771,Blenniidae,Parablennius,Parablennius pilicornis,0.2222
2013-07-10,9,Bastia,9.5832,42.771,Blenniidae,Parablennius,Parablennius sanguinolentus,0.2222
2013-07-10,9,Bastia,9.5832,42.771,Mullidae,Mullus,Mullus surmuletus,0.2222
2013-07-10,9,Bastia,9.5832,42.771,Pomacentridae,Chromis,Chromis chromis,0.1111
2013-07-10,9,Bastia,9.5832,42.771,Sparidae,Diplodus,Diplodus annularis,0.2222
2013-07-10,9,Bastia,9.5832,42.771,Sparidae,Oblada,Oblada melanura,3.2222
2013-07-10,9,Bastia,9.5832,42.771,Sparidae,Spicara,Spicara smaris,0.1111
2013-07-10,5,Port Vendres,3.1205,42.5228,Sparidae,Pagellus,Pagellus bogaraveo,0.4
2013-07-10,5,Port-Cros,6.4199,43.0062,Blenniidae,Parablennius,Parablennius gattorugine,0.2
2013-07-10,5,Port-Cros,6.4199,43.0062,Blenniidae,Parablennius,Parablennius pilicornis,3.6
2013-07-10,5,Port-Cros,6.4199,43.0062,Sparidae,NA,NA,1
2013-07-10,5,Saint Florent,9.3122,42.7153,Blenniidae,Lipophrys,Lipophrys trigloides,0.2
2013-07-10,5,Saint Florent,9.3122,42.7153,Blenniidae,Parablennius,Parablennius pilicornis,0.4
2013-07-10,5,Saint Florent,9.3122,42.7153,Mullidae,Mullus,Mullus surmuletus,0.2
2013-07-10,5,Saint Florent,9.3122,42.7153,Pomacentridae,Chromis,Chromis chromis,0.6
2013-07-10,5,Saint Florent,9.3122,42.7153,Sparidae,Diplodus,Diplodus annularis,0.2
2013-07-10,5,Saint Florent,9.3122,42.7153,Sparidae,Oblada,Oblada melanura,2.8
2013-07-10,5,Saint Florent,9.3122,42.7153,Sparidae,Spicara,Spicara smaris,0.6
2013-07-10,2,Villefranche,7.3145,43.6896,Blenniidae,Parablennius,NA,2.5
2013-07-10,2,Villefranche,7.3145,43.6896,Sparidae,Diplodus,Diplodus annularis,6
2013-07-10,2,Villefranche,7.3145,43.6896,Sparidae,Oblada,Oblada melanura,7
2013-07-11,9,Bastia,9.5832,42.771,Atherinidae,Atherina,Atherina hepsetus,0.1111
2013-07-11,9,Bastia,9.5832,42.771,Blenniidae,Parablennius,Parablennius pilicornis,0.5556
2013-07-11,9,Bastia,9.5832,42.771,Mullidae,Mullus,Mullus surmuletus,0.1111
2013-07-11,9,Bastia,9.5832,42.771,Pomacentridae,Chromis,Chromis chromis,0.1111
2013-07-11,9,Bastia,9.5832,42.771,Sparidae,Oblada,Oblada melanura,0.1111
2013-07-11,9,Bastia,9.5832,42.771,Sparidae,Sarpa,Sarpa salpa,0.2222
2013-07-11,9,Bastia,9.5832,42.771,Sparidae,Spicara,Spicara smaris,0.1111
2013-07-11,5,Port-Cros,6.4199,43.0062,Blenniidae,Parablennius,Parablennius pilicornis,0.4
2013-07-11,5,Port-Cros,6.4199,43.0062,Sparidae,Pagellus,Pagellus erythrinus,0.2
2013-07-11,5,Saint Florent,9.3122,42.7153,Blenniidae,Parablennius,Parablennius pilicornis,1
2013-07-11,5,Saint Florent,9.3122,42.7153,Gobiidae,Gobius,NA,0.2
2013-07-11,5,Saint Florent,9.3122,42.7153,Mullidae,Mullus,Mullus surmuletus,0.2
2013-07-11,5,Saint Florent,9.3122,42.7153,Pomacentridae,Chromis,Chromis chromis,6.8
2013-07-11,5,Saint Florent,9.3122,42.7153,Sparidae,Diplodus,Diplodus annularis,0.4
2013-07-11,5,Saint Florent,9.3122,42.7153,Sparidae,Oblada,Oblada melanura,2.2
2013-07-11,5,Saint Florent,9.3122,42.7153,Sparidae,Pagrus,Pagrus pagrus,0.2
2013-07-11,5,Saint Florent,9.3122,42.7153,Sparidae,Sarpa,Sarpa salpa,0.2
2013-07-11,2,Villefranche,7.3145,43.6896,Blenniidae,Parablennius,NA,1.5
2013-07-11,2,Villefranche,7.3145,43.6896,Pomacentridae,Chromis,Chromis chromis,0.5
2013-07-11,2,Villefranche,7.3145,43.6896,Sparidae,Diplodus,Diplodus annularis,5
2013-07-11,2,Villefranche,7.3145,43.6896,Sparidae,Oblada,Oblada melanura,6
2013-07-11,2,Villefranche,7.3145,43.6896,Sparidae,NA,NA,0.5
2013-07-12,9,Bastia,9.5832,42.771,Blenniidae,Parablennius,Parablennius pilicornis,0.2222
2013-07-12,9,Bastia,9.5832,42.771,Mullidae,Mullus,Mullus surmuletus,0.2222
2013-07-12,9,Bastia,9.5832,42.771,Sparidae,Diplodus,Diplodus annularis,0.3333
2013-07-12,9,Bastia,9.5832,42.771,Sparidae,Lithognathus,Lithognathus mormyrus,0.2222
2013-07-12,9,Bastia,9.5832,42.771,Sparidae,Oblada,Oblada melanura,1
2013-07-12,5,Saint Florent,9.3122,42.7153,Blenniidae,Parablennius,Parablennius pilicornis,0.6
2013-07-12,5,Saint Florent,9.3122,42.7153,Pomacentridae,Chromis,Chromis chromis,4
2013-07-12,5,Saint Florent,9.3122,42.7153,Sparidae,Diplodus,Diplodus annularis,0.8
2013-07-12,5,Saint Florent,9.3122,42.7153,Sparidae,Oblada,Oblada melanura,2.2
2013-07-13,9,Bastia,9.5832,42.771,Blenniidae,Parablennius,Parablennius pilicornis,0.2222
2013-07-13,9,Bastia,9.5832,42.771,Mullidae,Mullus,Mullus surmuletus,0.1111
2013-07-13,9,Bastia,9.5832,42.771,Pomacentridae,Chromis,Chromis chromis,0.7778
2013-07-13,9,Bastia,9.5832,42.771,Sparidae,Diplodus,Diplodus annularis,0.4444
2013-07-13,9,Bastia,9.5832,42.771,Sparidae,Oblada,Oblada melanura,0.2222
2013-07-13,9,Bastia,9.5832,42.771,Sparidae,Spicara,Spicara smaris,0.1111
2013-07-14,9,Bastia,9.5832,42.771,Blenniidae,Parablennius,Parablennius pilicornis,0.1111
2013-07-14,9,Bastia,9.5832,42.771,Mullidae,Mullus,Mullus surmuletus,0.1111
2013-07-14,9,Bastia,9.5832,42.771,Sparidae,Spicara,Spicara smaris,0.1111
2013-07-16,9,Leucate,3.0652,42.897,Blenniidae,Parablennius,Parablennius pilicornis,0.3333
2013-07-16,9,Leucate,3.0652,42.897,Mullidae,Mullus,Mullus surmuletus,0.2222
2013-07-17,9,Leucate,3.0652,42.897,Atherinidae,Atherina,NA,0.1111
2013-07-17,9,Leucate,3.0652,42.897,Blenniidae,Parablennius,Parablennius pilicornis,1
2013-07-17,2,Villefranche,7.3145,43.6896,Atherinidae,Atherina,Atherina hepsetus,1.5
2013-07-17,2,Villefranche,7.3145,43.6896,Blenniidae,Parablennius,NA,1.5
2013-07-17,2,Villefranche,7.3145,43.6896,Pomacentridae,Chromis,Chromis chromis,2
2013-07-17,2,Villefranche,7.3145,43.6896,Sparidae,Diplodus,Diplodus annularis,3.5
2013-07-17,2,Villefranche,7.3145,43.6896,Sparidae,Oblada,Oblada melanura,1.5
2013-07-20,9,Leucate,3.0652,42.897,Mullidae,Mullus,Mullus surmuletus,0.2222
2013-07-22,8,Leucate,3.0652,42.897,Sparidae,Diplodus,Diplodus annularis,0.125
2013-07-23,7,Leucate,3.0652,42.897,Mullidae,Mullus,Mullus surmuletus,0.1429
2013-07-24,2,Villefranche,7.3145,43.6896,Blenniidae,Parablennius,NA,1
2013-07-24,2,Villefranche,7.3145,43.6896,Sparidae,Boops,Boops boops,1
2013-07-30,9,Leucate,3.0652,42.897,Blenniidae,Parablennius,Parablennius pilicornis,1.1111
2013-07-30,9,Leucate,3.0652,42.897,Blenniidae,NA,NA,0.2222
2013-07-30,9,Leucate,3.0652,42.897,Mugilidae,NA,NA,1.6667
2013-07-30,9,Leucate,3.0652,42.897,Mullidae,Mullus,Mullus surmuletus,0.2222
2013-07-30,9,Leucate,3.0652,42.897,Sparidae,Diplodus,Diplodus annularis,4.1111
2013-07-30,9,Leucate,3.0652,42.897,Syngnathidae,Syngnathus,Syngnathus taenionotus,0.1111
2013-07-31,8,Leucate,3.0652,42.897,Blenniidae,Aidablennius,Aidablennius sphynx,0.125
2013-07-31,8,Leucate,3.0652,42.897,Blenniidae,Parablennius,Parablennius pilicornis,0.375
2013-07-31,8,Leucate,3.0652,42.897,Mugilidae,NA,NA,0.125
2013-07-31,8,Leucate,3.0652,42.897,Sparidae,Diplodus,Diplodus annularis,1.875
2013-07-31,8,Leucate,3.0652,42.897,Syngnathidae,Syngnathus,Syngnathus acus,0.125
2013-07-31,2,Villefranche,7.3145,43.6896,Pomacentridae,Chromis,Chromis chromis,3
2013-07-31,2,Villefranche,7.3145,43.6896,Sparidae,Diplodus,Diplodus annularis,3
2013-08-01,9,Leucate,3.0652,42.897,Blenniidae,Parablennius,Parablennius pilicornis,0.3333
2013-08-01,9,Leucate,3.0652,42.897,Mugilidae,NA,NA,0.7778
2013-08-01,9,Leucate,3.0652,42.897,Sparidae,Diplodus,Diplodus annularis,0.2222
2013-08-03,9,Marseille,5.2911,43.276,Mullidae,Mullus,Mullus surmuletus,0.1111
2013-08-05,9,Marseille,5.2911,43.276,Mugilidae,Liza,NA,0.1111
2013-08-05,9,Marseille,5.2911,43.276,Mullidae,Mullus,Mullus surmuletus,0.1111
2013-08-06,5,Agde,3.4696,43.2474,Blenniidae,Parablennius,Parablennius pilicornis,1.2
2013-08-06,5,Agde,3.4696,43.2474,Mullidae,Mullus,Mullus surmuletus,1.4
2013-08-06,9,Bastia,9.5832,42.771,Atherinidae,Atherina,Atherina hepsetus,0.1111
2013-08-06,5,Bonifacio,9.1969,41.3631,Blenniidae,Parablennius,Parablennius pilicornis,0.4
2013-08-06,5,Bonifacio,9.1969,41.3631,Mullidae,Mullus,Mullus surmuletus,0.2
2013-08-06,9,Leucate,3.0652,42.897,Blenniidae,Aidablennius,Aidablennius sphynx,0.2222
2013-08-06,9,Leucate,3.0652,42.897,Blenniidae,Parablennius,Parablennius pilicornis,0.6667
2013-08-06,9,Leucate,3.0652,42.897,Blenniidae,NA,NA,0.1111
2013-08-06,9,Leucate,3.0652,42.897,Mugilidae,NA,NA,0.8889
2013-08-06,9,Leucate,3.0652,42.897,Mullidae,Mullus,Mullus surmuletus,0.4444
2013-08-06,9,Leucate,3.0652,42.897,Pomacentridae,Chromis,Chromis chromis,0.2222
2013-08-06,9,Leucate,3.0652,42.897,Scorpaenidae,Scorpaena,Scorpaena porcus,0.1111
2013-08-06,9,Marseille,5.2911,43.276,Mugilidae,Liza,NA,0.1111
2013-08-06,9,Marseille,5.2911,43.276,Mullidae,Mullus,Mullus surmuletus,0.4444
2013-08-06,9,Marseille,5.2911,43.276,Pomacentridae,Chromis,Chromis chromis,0.2222
2013-08-06,5,Port Vendres,3.1205,42.5228,Blenniidae,Parablennius,Parablennius gattorugine,0.8
2013-08-06,5,Port Vendres,3.1205,42.5228,Blenniidae,Parablennius,Parablennius pilicornis,0.6
2013-08-06,5,Port Vendres,3.1205,42.5228,Pomacentridae,Chromis,Chromis chromis,1.4
2013-08-06,5,Port-Cros,6.4199,43.0062,Blenniidae,Parablennius,Parablennius pilicornis,1
2013-08-06,5,Port-Cros,6.4199,43.0062,Mullidae,Mullus,Mullus surmuletus,58.8
2013-08-06,5,Port-Cros,6.4199,43.0062,Pomacentridae,Chromis,Chromis chromis,16
2013-08-06,5,Saint Florent,9.3122,42.7153,Atherinidae,Atherina,Atherina hepsetus,0.2
2013-08-06,5,Saint Florent,9.3122,42.7153,Labridae,Coris,Coris julis,0.2
2013-08-06,5,Saint Florent,9.3122,42.7153,Mullidae,Mullus,Mullus surmuletus,0.4
2013-08-06,5,Saint Florent,9.3122,42.7153,Pomacentridae,Chromis,Chromis chromis,2.4
2013-08-07,5,Agde,3.4696,43.2474,Blenniidae,Lipophrys,Lipophrys pholis,0.6
2013-08-07,5,Agde,3.4696,43.2474,Blenniidae,Parablennius,Parablennius gattorugine,0.2
2013-08-07,5,Agde,3.4696,43.2474,Blenniidae,Parablennius,Parablennius pilicornis,3.4
2013-08-07,5,Agde,3.4696,43.2474,Mullidae,Mullus,Mullus surmuletus,0.8
2013-08-07,5,Agde,3.4696,43.2474,Pomacentridae,Chromis,Chromis chromis,0.2
2013-08-07,5,Agde,3.4696,43.2474,Syngnathidae,Hippocampus,Hippocampus hippocampus,0.2
2013-08-07,5,Bonifacio,9.1969,41.3631,Atherinidae,Atherina,Atherina hepsetus,1.6
2013-08-07,5,Bonifacio,9.1969,41.3631,Mullidae,Mullus,Mullus surmuletus,1.2
2013-08-07,9,Leucate,3.0652,42.897,Blenniidae,Aidablennius,Aidablennius sphynx,0.1111
2013-08-07,9,Leucate,3.0652,42.897,Blenniidae,Parablennius,Parablennius pilicornis,0.1111
2013-08-07,9,Leucate,3.0652,42.897,Blenniidae,NA,NA,0.1111
2013-08-07,9,Leucate,3.0652,42.897,Mugilidae,NA,NA,0.1111
2013-08-07,9,Leucate,3.0652,42.897,Mullidae,Mullus,Mullus surmuletus,0.1111
2013-08-07,9,Leucate,3.0652,42.897,Syngnathidae,Hippocampus,Hippocampus hippocampus,0.1111
2013-08-07,9,Leucate,3.0652,42.897,Trachinidae,Trachinus,Trachinus draco,0.1111
2013-08-07,5,Port Vendres,3.1205,42.5228,Blenniidae,Lipophrys,Lipophrys pholis,0.2
2013-08-07,5,Port Vendres,3.1205,42.5228,Blenniidae,Parablennius,Parablennius gattorugine,0.2
2013-08-07,5,Port Vendres,3.1205,42.5228,Blenniidae,Parablennius,Parablennius pilicornis,1.4
2013-08-07,5,Port Vendres,3.1205,42.5228,Pomacentridae,Chromis,Chromis chromis,1.4
2013-08-07,5,Port-Cros,6.4199,43.0062,Ammodytidae,Gymnammodytes,Gymnammodytes cicerelus,0.2
2013-08-07,5,Port-Cros,6.4199,43.0062,Blenniidae,Parablennius,Parablennius pilicornis,7.6
2013-08-07,5,Port-Cros,6.4199,43.0062,Pomacentridae,Chromis,Chromis chromis,14.2
2013-08-07,5,Port-Cros,6.4199,43.0062,Scorpaenidae,Scorpaena,Scorpaena porcus,0.4
2013-08-07,5,Saint Florent,9.3122,42.7153,Atherinidae,Atherina,Atherina hepsetus,0.4
2013-08-07,5,Saint Florent,9.3122,42.7153,Labridae,Coris,Coris julis,0.2
2013-08-07,5,Saint Florent,9.3122,42.7153,Mullidae,Mullus,Mullus surmuletus,1
2013-08-07,5,Saint Florent,9.3122,42.7153,Pomacentridae,Chromis,Chromis chromis,2.8
2013-08-07,2,Villefranche,7.3145,43.6896,Blenniidae,Parablennius,NA,2
2013-08-07,2,Villefranche,7.3145,43.6896,Mugilidae,NA,NA,0.5
2013-08-07,2,Villefranche,7.3145,43.6896,Scorpaenidae,Scorpaena,Scorpaena porcus,0.5
2013-08-07,2,Villefranche,7.3145,43.6896,Sparidae,Lithognathus,Lithognathus mormyrus,0.5
2013-08-08,5,Agde,3.4696,43.2474,Blenniidae,Lipophrys,Lipophrys pholis,0.8
2013-08-08,5,Agde,3.4696,43.2474,Blenniidae,Parablennius,Parablennius pilicornis,2.4
2013-08-08,5,Agde,3.4696,43.2474,Mullidae,Mullus,Mullus surmuletus,0.6
2013-08-08,5,Bonifacio,9.1969,41.3631,Atherinidae,Atherina,Atherina hepsetus,0.8
2013-08-08,5,Bonifacio,9.1969,41.3631,Blenniidae,Parablennius,Parablennius pilicornis,0.2
2013-08-08,5,Bonifacio,9.1969,41.3631,Mugilidae,NA,NA,1
2013-08-08,5,Bonifacio,9.1969,41.3631,Mullidae,Mullus,Mullus surmuletus,0.8
2013-08-08,5,Port-Cros,6.4199,43.0062,Blenniidae,Parablennius,Parablennius pilicornis,18
2013-08-08,5,Port-Cros,6.4199,43.0062,Pomacentridae,Chromis,Chromis chromis,7.6
2013-08-08,5,Port-Cros,6.4199,43.0062,Scorpaenidae,Scorpaena,Scorpaena porcus,0.2
2013-08-08,5,Port-Cros,6.4199,43.0062,Sparidae,NA,NA,0.2
2013-08-08,5,Saint Florent,9.3122,42.7153,Atherinidae,Atherina,Atherina hepsetus,0.6
2013-08-08,5,Saint Florent,9.3122,42.7153,Labridae,Coris,Coris julis,0.4
2013-08-08,5,Saint Florent,9.3122,42.7153,Mullidae,Mullus,Mullus surmuletus,0.2
2013-08-08,5,Saint Florent,9.3122,42.7153,Pomacentridae,Chromis,Chromis chromis,1
2013-08-09,5,Agde,3.4696,43.2474,Blenniidae,Parablennius,Parablennius gattorugine,0.2
2013-08-09,5,Agde,3.4696,43.2474,Blenniidae,Parablennius,Parablennius pilicornis,1.4
2013-08-09,5,Agde,3.4696,43.2474,Mullidae,Mullus,Mullus surmuletus,0.4
2013-08-09,5,Agde,3.4696,43.2474,Pomacentridae,Chromis,Chromis chromis,0.2
2013-08-09,5,Agde,3.4696,43.2474,Scorpaenidae,Scorpaena,Scorpaena porcus,0.2
2013-08-09,5,Port-Cros,6.4199,43.0062,Blenniidae,Parablennius,Parablennius gattorugine,0.8
2013-08-09,5,Port-Cros,6.4199,43.0062,Blenniidae,Parablennius,Parablennius pilicornis,0.2
2013-08-09,5,Port-Cros,6.4199,43.0062,Blenniidae,NA,NA,0.4
2013-08-09,5,Port-Cros,6.4199,43.0062,Bothidae,Arnoglossus,Arnoglossus thori,0.2
2013-08-09,5,Port-Cros,6.4199,43.0062,Labridae,Thalassoma,Thalassoma pavo,0.2
2013-08-09,5,Port-Cros,6.4199,43.0062,Mullidae,Mullus,Mullus surmuletus,1
2013-08-09,5,Port-Cros,6.4199,43.0062,Pomacentridae,Chromis,Chromis chromis,3.2
2013-08-09,5,Port-Cros,6.4199,43.0062,Sparidae,Spicara,Spicara smaris,0.2
2013-08-09,5,Port-Cros,6.4199,43.0062,Sparidae,NA,NA,0.2
2013-08-12,9,Leucate,3.0652,42.897,Blenniidae,Parablennius,Parablennius pilicornis,0.2222
2013-08-12,9,Leucate,3.0652,42.897,Mullidae,Mullus,Mullus surmuletus,5.2222
2013-08-12,9,Leucate,3.0652,42.897,Serranidae,Serranus,Serranus cabrilla,0.1111
2013-08-12,9,Leucate,3.0652,42.897,Syngnathidae,Syngnathus,Syngnathus taenionotus,0.1111
2013-08-12,9,Marseille,5.2911,43.276,Congridae,Conger,Conger conger,0.1111
2013-08-12,5,Port Vendres,3.1205,42.5228,Mullidae,Mullus,Mullus surmuletus,0.4
2013-08-13,5,Port Vendres,3.1205,42.5228,Blenniidae,Parablennius,Parablennius pilicornis,1.2
2013-08-13,5,Port Vendres,3.1205,42.5228,Pomacentridae,Chromis,Chromis chromis,0.2
2013-08-13,5,Port Vendres,3.1205,42.5228,Sparidae,NA,NA,0.4
2013-08-15,7,Leucate,3.0652,42.897,Mullidae,Mullus,Mullus surmuletus,0.1429
2013-08-15,2,Villefranche,7.3145,43.6896,Atherinidae,Atherina,Atherina boyeri,4.5
2013-08-15,2,Villefranche,7.3145,43.6896,Blenniidae,Parablennius,NA,0.5
2013-08-15,2,Villefranche,7.3145,43.6896,Mugilidae,NA,NA,0.5
2013-08-15,2,Villefranche,7.3145,43.6896,Sparidae,Boops,Boops boops,0.5
2013-08-15,2,Villefranche,7.3145,43.6896,Sparidae,Lithognathus,Lithognathus mormyrus,0.5
