collection_date,site,collection_time,vessel,gear,n_gear,family,species,dev_stage,n,fishId,size,comments,lat,lon,
2014-04-25,C,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,5,,,,,,
2014-04-25,C,,Pelagia,CARE,1,Sparidae,Diplodus sargus,post-flexion,1,,,,,,
2014-04-25,B,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140425_1,11.3,in formol,,,
2014-04-29,A,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,30,,,,,,
2014-04-29,A,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140429_1,10.4,in formol,,,
2014-04-29,A,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140429_10,10,in formol,,,
2014-04-29,A,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140429_2,11.6,in formol,,,
2014-04-29,A,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140429_3,13.8,,,,
2014-04-29,A,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140429_4,12.2,,,,
2014-04-29,A,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140429_5,10.7,in formol,,,
2014-04-29,A,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140429_6,10.9,in formol,,,
2014-04-29,A,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140429_7,10.7,in formol,,,
2014-04-29,A,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140429_8,10.4,in formol,,,
2014-04-29,A,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140429_9,13.9,,,,
2014-04-29,B,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-04-29,C,,Pelagia,CARE,1,Congridae,Conger conger,post-flexion,1,,,,,,
2014-04-29,C,,Pelagia,CARE,1,Gadidae,Gaidropsarus mediterraneus,post-flexion,1,,,,,,
2014-04-30,A,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-04-30,B,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,3,,,,,,
2014-04-30,B,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140430_1,9.4,in formol,,,
2014-04-30,C,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,3,,,,,,
2014-05-01,A,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-05-01,B,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-05-01,C,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-05-02,A,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-05-02,B,,Pelagia,CARE,1,Blenniidae,Parablennius spp,post-flexion,1,,,,,,
2014-05-02,B,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,9,,,,,,
2014-05-02,B,,Pelagia,CARE,1,Sparidae,NA,post-flexion,1,,,badly preserved,,,
2014-05-02,B,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140502_10,10.8,,,,
2014-05-02,B,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140502_11,12.4,,,,
2014-05-02,B,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140502_12,11.5,,,,
2014-05-02,B,,Pelagia,CARE,1,Sparidae,Pagellus acarne,juvenile,1,20140502_2,20.6,in formol,,,
2014-05-02,B,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140502_9,13,,,,
2014-05-02,C,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,12,,,,,,
2014-05-02,C,,Pelagia,CARE,1,Sparidae,NA,post-flexion,10,,,badly preserved,,,
2014-05-02,C,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140502_1,10.5,,,,
2014-05-02,C,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140502_3,10.8,,,,
2014-05-02,C,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140502_4,8.2,,,,
2014-05-02,C,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140502_5,NA,in formol,,,
2014-05-02,C,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140502_6,11.9,,,,
2014-05-02,C,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140502_7,NA,released at sea,,,
2014-05-02,C,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140502_8,NA,released at sea,,,
2014-05-06,A,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-05-06,B,,Pelagia,CARE,1,Unidentified,Unidentified,,3,,,,,,
2014-05-06,B,,Pelagia,CARE,1,Sparidae,Spondyliosoma cantharus,post-flexion,1,20140506_1,11.7,,,,
2014-05-06,C,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,41,,,,,,
2014-05-06,C,,Pelagia,CARE,1,Ammodytidae,Gymnammodytes spp,post-flexion,1,,,,,,
2014-05-06,C,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,19,,,,,,
2014-05-06,C,,Pelagia,CARE,1,Sparidae,Spondyliosoma cantharus,post-flexion,1,20140506_1D,11.8,,,,
2014-05-06,C,,Pelagia,CARE,1,Sparidae,Spondyliosoma cantharus,post-flexion,1,20140506_2,11.9,,,,
2014-05-06,C,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140506_2D,11.3,,,,
2014-05-06,C,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140506_3,11.2,,,,
2014-05-06,C,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140506_3D,10.8,,,,
2014-05-06,C,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140506_4,11.7,,,,
2014-05-06,C,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140506_5,10.7,,,,
2014-05-06,C,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140506_6,11.4,,,,
2014-05-06,C,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140506_7,10.6,,,,
2014-05-06,C,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140506_8,11,,,,
2014-05-07,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140507_3,11.6,,,,
2014-05-07,B,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140507_1,12.1,,,,
2014-05-07,B,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140507_2,11.2,,,,
2014-05-07,B,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140507_2bis,11.2,,,,
2014-05-07,C,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,32,,,,,,
2014-05-07,C,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,3,,,,,,
2014-05-07,C,,Pelagia,CARE,1,Sparidae,Spondyliosoma cantharus,post-flexion,1,,,,,,
2014-05-07,C,,Pelagia,CARE,1,Clupeidae,Sardina pilchardus,post-flexion,1,,,,,,
2014-05-07,C,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140507_4,12.1,,,,
2014-05-07,C,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140507_5,10.8,,,,
2014-05-07,C,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140507_6,11.9,,,,
2014-05-07,C,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140507_7,12.1,,,,
2014-05-07,C,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140507_8,11.4,,,,
2014-05-07,C,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140507_9,10.1,,,,
2014-05-07,,,Pelagia,BLT,1,Sparidae,Boops boops,post-flexion,1,20140507_1D,NA,toutes mélangées,,,
2014-05-07,,,Pelagia,BLT,1,Sparidae,Boops boops,post-flexion,1,20140507_2D,NA,toutes mélangées,,,
2014-05-07,,,Pelagia,BLT,1,Sparidae,Spicara smaris,post-flexion,1,20140507_3D,NA,toutes mélangées,,,
2014-05-07,,,Pelagia,BLT,1,Sparidae,Boops boops,post-flexion,1,20140507_4D,NA,disparue en mer,,,
2014-05-07,,,Pelagia,BLT,1,Sparidae,Spicara smaris,post-flexion,1,20140507_5D,NA,toutes mélangées,,,
2014-05-07,,,Pelagia,BLT,1,Sparidae,Boops boops,post-flexion,1,20140507_6D,NA,toutes mélangées,,,
2014-05-07,,,Pelagia,BLT,1,Sparidae,Boops boops,post-flexion,1,20140507_7D,NA,toutes mélangées,,,
2014-05-08,A,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-05-08,B,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-05-08,C,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-05-09,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,4,,,,,,
2014-05-09,A,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,2,,,,,,
2014-05-09,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140509_3,11.1,,,,
2014-05-09,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140509_4,10.7,,,,
2014-05-09,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140509_5,12.7,,,,
2014-05-09,A,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140509_6,11.8,,,,
2014-05-09,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140509_7,12.8,,,,
2014-05-09,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140509_8,11.4,,,,
2014-05-09,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140509_9,11.2,,,,
2014-05-09,B,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,,,,,,
2014-05-09,B,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140509_2,11.6,,,,
2014-05-09,C,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,6,,,,,,
2014-05-09,C,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140509_1,12.1,,,,
2014-05-09,C,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140509_1D,NA,toutes mélangées,,,
2014-05-09,C,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140509_2D,NA,toutes mélangées,,,
2014-05-09,C,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140509_3D,NA,toutes mélangées,,,
2014-05-09,C,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140509_4D,NA,toutes mélangées,,,
2014-05-13,A,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,,,,,,
2014-05-13,B,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,2,,,,,,
2014-05-13,B,,Pelagia,CARE,1,Sparidae,Spondyliosoma cantharus,post-flexion,1,20140513_1D,13.9,,,,
2014-05-13,C,,Pelagia,CARE,1,Clupeidae,Sardina pilchardus,,1,,,,,,
2014-05-13,C,,Pelagia,CARE,1,Blenniidae,Parablennius spp,post-flexion,1,,,flexion,,,
2014-05-13,C,,Pelagia,CARE,1,Sparidae,Diplodus sargus,post-flexion,2,,,First sargus !,,,
2014-05-13,C,,Pelagia,CARE,1,Sparidae,NA,post-flexion,1,,,sparid like with two large pigments on top of the head and 5 in the posterior dorsal profil,,,
2014-05-13,C,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140513_1,10.4,,,,
2014-05-13,C,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140513_2,10.6,,,,
2014-05-13,C,,Pelagia,CARE,1,Sparidae,Spondyliosoma cantharus,post-flexion,1,20140513_2D,13.9,,,,
2014-05-13,C,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140513_3,10.7,,,,
2014-05-13,C,,Pelagia,CARE,1,Sparidae,Spondyliosoma cantharus,post-flexion,1,20140513_3D,13.9,,,,
2014-05-13,C,,Pelagia,CARE,1,Sparidae,Spondyliosoma cantharus,post-flexion,1,20140513_4D,NA,,,,
2014-05-13,C,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140513_4,NA,Might have been lost at sea,,,
2014-05-14,A,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,,,,,,
2014-05-14,A,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140514_1D,12.4,,,,
2014-05-14,A,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140514_3D,11.8,,,,
2014-05-14,B,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-05-14,C,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-05-15,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140515_1,12.4,,,,
2014-05-15,B,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-05-15,C,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,,,,,,
2014-05-15,C,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140515_2,12.2,,,,
2014-05-15,C,,Pelagia,CARE,1,Sparidae,Spondyliosoma cantharus,post-flexion,1,20140515_3,12.6,,,,
2014-05-15,C,,Pelagia,CARE,1,Sparidae,Spondyliosoma cantharus,post-flexion,1,20140515_4,12.9,,,,
2014-05-15,Rade,,Kayak,Handnet,1,Carangidae,Trachurus spp,juvenile,1,20140515_5D,NA,,,,
2014-05-15,Rade,,Kayak,Handnet,1,Carangidae,Trachurus spp,juvenile,1,20140515_6D,19.3,compter nombre boucliers pour ID (+ ou - de 79),,,
2014-05-15,Rade,,Kayak,Handnet,1,Carangidae,Trachurus spp,juvenile,1,20140515_7D,NA,,,,
2014-05-16,A,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-05-16,B,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,,,,,,
2014-05-16,B,,Pelagia,CARE,1,Ammodytidae,Gymnammodytes spp,post-flexion,1,,,,,,
2014-05-16,B,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140516_1,9.4,,,,
2014-05-16,C,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-05-20,A,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,,,,,,
2014-05-20,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140520_6,11.9,,,,
2014-05-20,B,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-05-20,C,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,,,,,,
2014-05-20,C,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140520_1,11.5,,,,
2014-05-20,C,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140520_1D,11.4,,,,
2014-05-20,C,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140520_2,8.8,,,,
2014-05-20,C,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140520_2D,10.9,,,,
2014-05-20,C,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140520_3,10.1,,,,
2014-05-20,C,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140520_3D,12,,,,
2014-05-20,C,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140520_4,11,,,,
2014-05-20,C,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140520_4D,12.1,,,,
2014-05-20,C,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140520_5,10.7,,,,
2014-05-20,C,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140520_5D,9.1,,,,
2014-05-21,A,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,,,,,,
2014-05-21,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,,,,,,
2014-05-21,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140521_2,13.1,,,,
2014-05-21,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140521_2D,12.8,,,,
2014-05-21,A,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140521_3,8.9,,,,
2014-05-21,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140521_5,12.4,,,,
2014-05-21,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140521_6,13.1,,,,
2014-05-21,B,,Pelagia,CARE,1,Bothidae,Arnoglossus spp,post-flexion,1,,,,,,
2014-05-21,B,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,2,,,,,,
2014-05-21,B,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,,,,,,
2014-05-21,B,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140521_1,9,,,,
2014-05-21,B,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140521_4,12.2,,,,
2014-05-21,B,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140521_7,12.1,,,,
2014-05-21,C,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,,,,,,
2014-05-21,C,,Pelagia,CARE,1,Sparidae,Spondyliosoma cantharus,post-flexion,1,20140521_1D,17.3,,,,
2014-05-22,A,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,,,,,,
2014-05-22,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,,,,,,
2014-05-22,B,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,,,,,,
2014-05-22,C,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,3,,,,,,
2014-05-22,C,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140522_1,12,,,,
2014-05-22,C,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140522_2,12.1,,,,
2014-05-22,C,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140522_3,9.8,,,,
2014-05-22,C,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140522_4,11.3,,,,
2014-05-23,A,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140523_1,10.7,,,,
2014-05-23,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140523_2,11.8,,,,
2014-05-23,B,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-05-23,C,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,,,,,,
2014-05-23,C,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140523_3D,10.6,,,,
2014-05-23,C,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140523_4D,10.4,,,,
2014-05-23,C,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140523_5D,10.2,,,,
2014-05-23,C,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140523_6,12.9,,,,
2014-05-23,C,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140523_7,NA,Destroyed,,,
2014-05-23,C,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140523_8,12.4,,,,
2014-05-23,C,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140523_9,9.9,,,,
2014-05-26,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,4,,,,,,
2014-05-26,B,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,3,,,,,,
2014-05-26,B,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,4,,,,,,
2014-05-26,C,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,21,,,,,,
2014-05-26,C,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,127,,,,,,
2014-05-26,C,,Pelagia,CARE,1,Sparidae,NA,post-flexion,8,,,,,,
2014-05-26,C,,Pelagia,CARE,1,Blenniidae,Parablennius sanguinolentus,post-flexion,5,,,Sanguinolentus (for the bloody color and small occular appendix) or pilicornis (count ok and maybe white spot on the dorsal),,,
2014-05-26,C,,Pelagia,CARE,1,Clupeidae,Sardina pilchardus,post-flexion,1,,,Piloris at mid distance between mouth and anus,,,
2014-05-26,A,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140526_1,10.2,,,,
2014-05-26,B,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140526_10,11.3,,,,
2014-05-26,B,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140526_11,11.8,,,,
2014-05-26,C,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140526_12,10.6,,,,
2014-05-26,C,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140526_13,10.7,,,,
2014-05-26,B,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140526_1D,12.7,,,,
2014-05-26,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140526_2,11.4,,,,
2014-05-26,B,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140526_2D,10.6,,,,
2014-05-26,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140526_3,11.9,,,,
2014-05-26,B,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140526_3D,11.4,,,,
2014-05-26,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140526_4,11.3,,,,
2014-05-26,B,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140526_4D,12,,,,
2014-05-26,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140526_5,11,,,,
2014-05-26,B,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140526_5D,9.6,,,,
2014-05-26,A,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140526_6,10.3,,,,
2014-05-26,B,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140526_6D,9.2,,,,
2014-05-26,A,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140526_7,10.9,,,,
2014-05-26,B,,Pelagia,CARE,1,Sparidae,NA,post-flexion,1,20140526_7D,NA,larva lost before deployment,,,
2014-05-26,A,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140526_8,9.7,,,,
2014-05-26,B,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140526_9,9.1,,,,
2014-05-26,Rade,,Pelagia,Regent,1,Zeidae,Zeus faber,post-flexion,1,,,,,,
2014-05-26,Rade,,Pelagia,Regent,1,Labridae,Coris julis,post-flexion,1,,,,,,
2014-05-27,A,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,24,,,,,,
2014-05-27,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,56,,,,,,
2014-05-27,A,,Pelagia,CARE,1,Blenniidae,Parablennius gattorugine,post-flexion,1,,,,,,
2014-05-27,A,,Pelagia,CARE,1,Blenniidae,Parablennius sanguinolentus,post-flexion,1,,,Sanguinolentus (for the bloody color and small occular appendix) or pilicornis (count ok and maybe white spot on the dorsal),,,
2014-05-27,A,,Pelagia,CARE,1,Triglidae,Chelidonichthys lucerna,post-flexion,1,,,,,,
2014-05-27,A,,Pelagia,CARE,1,Sparidae,Dentex dentex,post-flexion,1,20140527_1,NA,"Dead on 2014-09-05, jump out of the aquarium",,,
2014-05-27,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140527_10D,14.6,,,,
2014-05-27,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140527_11D,11.3,,,,
2014-05-27,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140527_12D,13.5,,,,
2014-05-27,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140527_13D,12.5,,,,
2014-05-27,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140527_1D,11.8,,,,
2014-05-27,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140527_2D,13.5,,,,
2014-05-27,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140527_3D,11.4,,,,
2014-05-27,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140527_4D,12.9,,,,
2014-05-27,A,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140527_5D,9.7,,,,
2014-05-27,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140527_6D,11.5,,,,
2014-05-27,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140527_7D,12.8,,,,
2014-05-27,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140527_8D,13.2,,,,
2014-05-27,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140527_9D,12.1,,,,
2014-05-27,B,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,,,,,,
2014-05-27,B,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,2,,,,,,
2014-05-27,B,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140527_14D,10.4,,,,
2014-05-27,B,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140527_15D,12.4,,,,
2014-05-27,B,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140527_16D,13.2,,,,
2014-05-27,B,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140527_17D,9.6,,,,
2014-05-27,B,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140527_18D,9.3,,,,
2014-05-27,B,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140527_19D,11.3,,,,
2014-05-27,B,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140527_3,12.6,,,,
2014-05-27,C,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,8,,,,,,
2014-05-27,C,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,11,,,,,,
2014-05-27,C,,Pelagia,CARE,1,Blenniidae,Parablennius sanguinolentus,post-flexion,1,,,Sanguinolentus (for the bloody color) or pilicornis (count ok and maybe white spot on the dorsal),,,
2014-05-27,C,,Pelagia,CARE,1,Sparidae,Spondyliosoma cantharus,post-flexion,1,20140527_2,12.3,,,,
2014-05-28,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,20,,,,,,
2014-05-28,A,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,,,,,,
2014-05-28,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140528_12D,12.8,,,,
2014-05-28,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140528_13D,12.1,,,,
2014-05-28,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140528_14D,12.6,,,,
2014-05-28,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140528_15D,11.6,,,,
2014-05-28,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140528_19D,11.2,,,,
2014-05-28,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140528_1D,11.9,,,,
